x,psi_n0,psi_n1,psi_n2,psi_n3,psi_n4,psi_n5,psi_n6,psi_n7,psi_n8,psi_n9
-19.4,-7.34481315523e-16,-6.55818084472e-16,-1.57711686057e-15,-1.13034964362e-15,-6.54530263326e-16,-9.0592405452e-16,-1.25054723934e-15,-4.93231641637e-16,-5.65650943726e-16,1.21517015138e-15
-19.38,-2.89740996605e-15,3.54980789067e-16,-5.73307468116e-16,5.18293298255e-16,1.59217823524e-15,-3.78349359807e-16,4.14161854087e-16,-1.95633870046e-15,7.09337480672e-17,-9.98889229562e-16
-19.36,-1.12426519757e-15,-1.90198534193e-15,-9.24609076251e-16,-2.39632053469e-15,1.30058023269e-15,5.52210499803e-18,5.7599823657e-16,-1.50914733334e-15,2.06294682539e-16,-8.98256358338e-16
-19.34,6.4354425059e-17,-1.21431413515e-15,4.57685347962e-16,-3.22542966217e-16,7.46357561289e-16,1.27172408247e-16,7.28910920183e-16,-4.66710867726e-16,-1.76941598918e-15,4.71983989967e-16
-19.32,-9.10836480089e-16,1.23819421556e-15,2.21268948647e-15,1.49736524582e-15,-1.15096086755e-15,1.43205668602e-15,4.63220924846e-16,6.1929483743e-16,-1.39986997418e-15,-3.15092831437e-16
-19.3,-7.88270649714e-16,8.38670888835e-16,4.49956604616e-16,-8.48807886017e-16,-3.68787790387e-17,-6.33321200695e-16,1.75054667165e-15,1.24503329758e-15,2.4270282003e-16,8.14446704865e-16
-19.28,-2.64642197366e-16,3.91693531977e-16,1.02789162687e-15,-4.27510288329e-16,-2.32687835072e-16,1.04239731565e-15,8.61224024685e-16,2.0458259374e-15,2.53929025881e-15,4.80692418907e-16
-19.26,-5.14485479756e-16,1.21866091888e-16,-1.07355250996e-15,-1.17902025484e-15,8.94784076718e-16,1.05930479798e-15,-5.51569655889e-16,7.54418960266e-16,-2.34624796188e-15,1.41797784414e-15
-19.24,-3.39197235594e-16,2.62268604757e-16,-6.38006815421e-16,6.11174326209e-16,2.59752122284e-16,-4.30789631179e-16,1.18730625953e-15,-1.01876817502e-15,5.78907248486e-16,5.45941261795e-16
-19.22,9.32039252176e-16,-6.82063497095e-17,-7.43294461323e-16,7.07235177506e-16,1.77509273464e-15,5.15664280322e-16,2.91505983145e-16,3.65235065514e-16,3.99412978567e-16,-2.2143885482e-15
-19.2,-9.00946924399e-17,6.15803327472e-16,-6.21454333815e-16,8.43713589883e-16,-2.88508140658e-16,9.63481759488e-16,-1.16041591221e-16,1.52318042253e-15,1.2012591378e-15,3.31977795183e-16
-19.18,1.01224476219e-15,-1.1572468621e-15,-2.20921232947e-16,5.78059145754e-16,-2.2075852728e-17,1.48961770585e-15,6.39903281416e-16,3.13734057992e-16,1.25744173978e-15,8.93654569907e-16
-19.16,5.11181595835e-16,-8.17833590429e-16,-3.29101907913e-16,-5.08870137307e-16,-1.68646033556e-15,-5.47182460521e-17,-1.03224235001e-16,5.36264956339e-16,1.15274972719e-15,9.22783332959e-16
-19.14,2.05392730602e-15,1.27351096634e-15,-5.69846404747e-16,-2.23065345156e-16,3.16709885355e-15,6.47579962922e-16,5.41253810729e-16,-1.06448210403e-15,-5.80448475391e-16,1.14684871752e-16
-19.12,-7.88640034569e-16,1.94009858366e-15,6.5967501823e-16,-3.73874887815e-16,-6.92936279044e-16,9.46810828008e-16,2.27370493918e-16,7.84801240725e-16,9.8215275852e-16,5.16785218534e-16
-19.1,-3.56940478569e-16,4.15799197527e-16,-1.30286998965e-16,-1.66423874964e-15,5.12735859191e-16,1.03085454243e-15,1.53569985371e-15,1.36522779615e-15,6.99622532407e-16,4.83898661598e-16
-19.08,8.49004879438e-16,-1.23650664443e-16,5.66781368497e-18,6.08329751014e-16,-1.20376174422e-16,-4.1070828237e-16,-1.5687351351e-15,-7.27904358384e-16,8.43519585613e-16,1.04316091735e-15
-19.06,2.04248541841e-16,-8.97664124853e-16,-8.29481478515e-17,-1.88628071731e-15,4.46428025965e-16,-5.74512770544e-16,4.0975802908e-16,1.27925319982e-15,-6.7420054058e-16,-1.05962462661e-15
