x,U
-11.16,0.479276700278
-11.13,0.475971047948
-11.1,0.472681482279
-11.07,0.469407948297
-11.04,0.466150391194
-11.01,0.462908756334
-10.98,0.459682989245
-10.95,0.456473035625
-10.92,0.453278841338
-10.89,0.450100352413
-10.86,0.446937515048
-10.83,0.443790275602
-10.8,0.440658580603
-10.77,0.437542376741
-10.74,0.434441610869
-10.71,0.431356230006
-10.68,0.428286181332
-10.65,0.425231412191
-10.62,0.422191870087
-10.59,0.419167502686
-10.56,0.416158257816
-10.53,0.413164083465
-10.5,0.410184927781
-10.47,0.407220739072
-10.44,0.404271465803
-10.41,0.401337056601
-10.38,0.398417460249
-10.35,0.395512625688
-10.32,0.392622502016
-10.29,0.389747038488
-10.26,0.386886184517
-10.23,0.38403988967
-10.2,0.381208103668
-10.17,0.378390776391
-10.14,0.37558785787
-10.11,0.372799298291
-10.08,0.370025047995
-10.05,0.367265057473
-10.02,0.364519277373
-9.99,0.361787658491
-9.96,0.359070151778
-9.93,0.356366708334
-9.9,0.353677279411
-9.87,0.351001816411
-9.84,0.348340270888
-9.81,0.345692594542
-9.78,0.343058739224
-9.75,0.340438656935
-9.72,0.337832299821
-9.69,0.33523962018
-9.66,0.332660570454
-9.63,0.330095103232
-9.6,0.327543171252
-9.57,0.325004727396
-9.54,0.322479724692
-9.51,0.319968116314
-9.48,0.317469855579
-9.45,0.314984895951
-9.42,0.312513191037
-9.39,0.310054694585
-9.36,0.307609360489
-9.33,0.305177142785
-9.3,0.30275799565
-9.27,0.300351873406
-9.24,0.297958730512
-9.21,0.295578521571
-9.18,0.293211201326
-9.15,0.29085672466
-9.12,0.288515046596
-9.09,0.286186122295
-9.06,0.283869907059
-9.03,0.281566356326
-9,0.279275425675
-8.97,0.276997070821
-8.94,0.274731247616
-8.91,0.27247791205
-8.88,0.270237020249
-8.85,0.268008528474
-8.82,0.265792393124
-8.79,0.26358857073
-8.76,0.261397017962
-8.73,0.259217691622
-8.7,0.257050548645
-8.67,0.254895546101
-8.64,0.252752641195
-8.61,0.250621791263
-8.58,0.248502953773
-8.55,0.246396086325
-8.52,0.244301146654
-8.49,0.242218092622
-8.46,0.240146882224
-8.43,0.238087473587
-8.4,0.236039824965
